id,name,code,implementation,active,prefix,number_next,number_increment,padding,company_id/id
ir_sequence_cc_sequence_no,CC Sequence No,custom.clearance.seq,standard,1,CC/%(year)s/,1,1,5,base.main_company
ir_sequence_cc_sequence_no_889,CC Sequence No,custom.clearance.seq,standard,1,CC/%(year)s/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_cp_check_number_sequence,CP: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_cpr_sequence_no,CPR Sequence No,cash.purchase.request.seq,standard,1,CPR/%(year)s/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_cpr_sequence_no_222,CPR Sequence No,cash.purchase.request.seq,standard,1,CPR/%(year)s/,1,1,5,base.main_company
ir_sequence_cash_check_number_sequence,Cash : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_cash_basis_taxes_check_number_sequence,Cash Basis Taxes: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_cash_issued_check_number_sequence,Cash Issued : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_cash_settled_check_number_sequence,Cash Settled : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_casting_department_mw_jc_picking_pos,Casting Department - MW-JC Picking POS,,standard,1,MW-JC/POS/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_resupp,Casting Department - MW-JC Sequence Resupply Subcontractor,,standard,1,MW-JC/RES/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_resupp_399,Casting Department - MW-JC Sequence Resupply Subcontractor,,standard,1,MW-JC/RES/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_in,Casting Department - MW-JC Sequence in,,standard,1,MW-JC/IN/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_intern,Casting Department - MW-JC Sequence internal,,standard,1,MW-JC/INT/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_out,Casting Department - MW-JC Sequence out,,standard,1,MW-JC/OUT/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_packin,Casting Department - MW-JC Sequence packing,,standard,1,MW-JC/PACK/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_pickin,Casting Department - MW-JC Sequence picking,,standard,1,MW-JC/PICK/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_pickin_263,Casting Department - MW-JC Sequence picking before manufacturing,,standard,1,MW-JC/PC/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_produc,Casting Department - MW-JC Sequence production,,standard,1,MW-JC/MO/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_repair,Casting Department - MW-JC Sequence repair,,standard,1,MW-JC/RO/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_return,Casting Department - MW-JC Sequence return,,standard,1,MW-JC/RET/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_stock_,Casting Department - MW-JC Sequence stock after manufacturing,,standard,1,MW-JC/SFP/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_subcon,Casting Department - MW-JC Sequence subcontracting,,standard,1,MW-JC/SBC/,1,1,5,base.main_company
ir_sequence_casting_department_mw_jc_sequence_subcon_398,Casting Department - MW-JC Sequence subcontracting,,standard,1,MW-JC/SBC/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_picking_pos,Casting warehouse -  (CW-CM) Picking POS,,standard,1,CW-CM/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_resuppl,Casting warehouse -  (CW-CM) Sequence Resupply Subcontractor,,standard,1,CW-CM/RES/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_in,Casting warehouse -  (CW-CM) Sequence in,,standard,1,CW-CM/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_interna,Casting warehouse -  (CW-CM) Sequence internal,,standard,1,CW-CM/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_out,Casting warehouse -  (CW-CM) Sequence out,,standard,1,CW-CM/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_packing,Casting warehouse -  (CW-CM) Sequence packing,,standard,1,CW-CM/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_picking,Casting warehouse -  (CW-CM) Sequence picking,,standard,1,CW-CM/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_picking_672,Casting warehouse -  (CW-CM) Sequence picking before manufacturing,,standard,1,CW-CM/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_product,Casting warehouse -  (CW-CM) Sequence production,,standard,1,CW-CM/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_repair,Casting warehouse -  (CW-CM) Sequence repair,,standard,1,CW-CM/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_return,Casting warehouse -  (CW-CM) Sequence return,,standard,1,CW-CM/RET/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_stock_a,Casting warehouse -  (CW-CM) Sequence stock after manufacturing,,standard,1,CW-CM/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_subcont,Casting warehouse -  (CW-CM) Sequence subcontracting,,standard,1,CW-CM/SBC/,1,1,5,Jinasena_MasterData_Common.res_company_jltd
ir_sequence_casting_warehouse_cw_cm_sequence_resuppl_355,Casting warehouse - CW-CM Sequence Resupply Subcontractor,,standard,1,CW-CM/RES/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_resuppl_506,Casting warehouse - CW-CM Sequence Resupply Subcontractor,,standard,1,CW-CM/RES/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_in_916,Casting warehouse - CW-CM Sequence in,,standard,1,CW-CM/IN/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_interna_904,Casting warehouse - CW-CM Sequence internal,,standard,1,CW-CM/INT/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_out_921,Casting warehouse - CW-CM Sequence out,,standard,1,CW-CM/OUT/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_product_935,Casting warehouse - CW-CM Sequence production,,standard,1,CW-CM/MO/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_repair_981,Casting warehouse - CW-CM Sequence repair,,standard,1,CW-CM/RO/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_return_353,Casting warehouse - CW-CM Sequence return,,standard,1,CW-CM/RET/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_subcont_505,Casting warehouse - CW-CM Sequence subcontracting,,standard,1,CW-CM/SBC/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_sequence_subcont_354,Casting warehouse - CW-CM Sequence subcontracting,,standard,1,CW-CM/SBC/,1,1,5,base.main_company
ir_sequence_casting_warehouse_cw_cm_picking_pos_917,Casting warehouse - CW-CM picking POS,,standard,1,CW-CM/POS/,1,1,5,base.main_company
ir_sequence_commercial_cash_receipts_copy_check_numb,Commercial - Cash Receipts (copy): Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_commercial_bank_check_number_sequence,Commercial Bank : Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_commercial_bank_check_number_sequence_1264,Commercial Bank: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_con_consolidated_sequence_no,Con. Consolidated Sequence No,con.consolidated.seq,standard,1,CON/%(year)s/,1,1,5,base.main_company
ir_sequence_con_consolidated_sequence_no_887,Con. Consolidated Sequence No,con.consolidated.seq,standard,1,CON/%(year)s/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_consignment_sequence_no,Consignment Sequence No,consignment.det.seq,standard,1,CON/%(year)s/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_consignment_sequence_no_228,Consignment Sequence No,consignment.det.seq,standard,1,CON/%(year)s/,1,1,5,base.main_company
ir_sequence_credit_advice_commercial_check_number_se,Credit Advice - Commercial: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_invoices_free_text_check_number,Customer Invoices - Free Text: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_invoices_repairs_check_number_s,Customer Invoices - Repairs: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_invoices_check_number_sequence,Customer Invoices : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_invoices_sp_project_check_numbe,Customer Invoices-SP Project: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_ob_check_number_sequence,Customer OB : Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_customer_receipts_cash_copy_check_number,Customer Receipts - Cash (copy): Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_receipts_cash_check_number_sequ,Customer Receipts - Cash: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_receipts_cheque_check_number_se,Customer Receipts - Cheque: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_receipts_sales_centre_cash_chec,Customer Receipts Sales Centre - Cash: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_customer_receipts_sales_centre_cheque_ch,Customer Receipts Sales Centre - Cheque: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_debit_advice_commercial_check_number_seq,Debit Advice - Commercial: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_deposit_boc_check_number_sequence,Deposit BOC: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_deposit_commerical_check_number_sequence,Deposit Commerical : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_electrical_installation_projects_warehou,Electrical Installation Projects warehouse - PJ-EI Picking POS,,standard,1,PJ-EI/POS/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_409,Electrical Installation Projects warehouse - PJ-EI Sequence Resupply Subcontractor,,standard,1,PJ-EI/RES/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_552,Electrical Installation Projects warehouse - PJ-EI Sequence Resupply Subcontractor,,standard,1,PJ-EI/RES/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_331,Electrical Installation Projects warehouse - PJ-EI Sequence in,,standard,1,PJ-EI/IN/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_335,Electrical Installation Projects warehouse - PJ-EI Sequence internal,,standard,1,PJ-EI/INT/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_332,Electrical Installation Projects warehouse - PJ-EI Sequence out,,standard,1,PJ-EI/OUT/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_334,Electrical Installation Projects warehouse - PJ-EI Sequence packing,,standard,1,PJ-EI/PACK/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_333,Electrical Installation Projects warehouse - PJ-EI Sequence picking,,standard,1,PJ-EI/PICK/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_337,Electrical Installation Projects warehouse - PJ-EI Sequence picking before manufacturing,,standard,1,PJ-EI/PC/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_339,Electrical Installation Projects warehouse - PJ-EI Sequence production,,standard,1,PJ-EI/MO/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_998,Electrical Installation Projects warehouse - PJ-EI Sequence repair,,standard,1,PJ-EI/RO/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_336,Electrical Installation Projects warehouse - PJ-EI Sequence return,,standard,1,PJ-EI/RET/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_338,Electrical Installation Projects warehouse - PJ-EI Sequence stock after manufacturing,,standard,1,PJ-EI/SFP/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_551,Electrical Installation Projects warehouse - PJ-EI Sequence subcontracting,,standard,1,PJ-EI/SBC/,1,1,5,base.main_company
ir_sequence_electrical_installation_projects_warehou_408,Electrical Installation Projects warehouse - PJ-EI Sequence subcontracting,,standard,1,PJ-EI/SBC/,1,1,5,base.main_company
ir_sequence_exchange_difference_check_number_sequenc,Exchange Difference : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_fixed_asset_journal_check_number_sequenc,Fixed Asset Journal : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_fixed_asset_check_number_sequence,Fixed Asset: Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_intransit_warehouse_embilipitiya_picking,Intransit warehouse - Embilipitiya Picking POS,,standard,1,IB-EM/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc,Intransit warehouse - Embilipitiya Sequence in,,standard,1,IB-EM/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1248,Intransit warehouse - Embilipitiya Sequence internal,,standard,1,IB-EM/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1245,Intransit warehouse - Embilipitiya Sequence out,,standard,1,IB-EM/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1247,Intransit warehouse - Embilipitiya Sequence packing,,standard,1,IB-EM/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1246,Intransit warehouse - Embilipitiya Sequence picking,,standard,1,IB-EM/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1249,Intransit warehouse - Embilipitiya Sequence picking before manufacturing,,standard,1,IB-EM/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1251,Intransit warehouse - Embilipitiya Sequence production,,standard,1,IB-EM/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1253,Intransit warehouse - Embilipitiya Sequence repair,,standard,1,IB-EM/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_embilipitiya_sequenc_1250,Intransit warehouse - Embilipitiya Sequence stock after manufacturing,,standard,1,IB-EM/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_picking_pos,Intransit warehouse - JAM Picking POS,,standard,1,IW-JM/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_in,Intransit warehouse - JAM Sequence in,,standard,1,IW-JM/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_interna,Intransit warehouse - JAM Sequence internal,,standard,1,IW-JM/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_out,Intransit warehouse - JAM Sequence out,,standard,1,IW-JM/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_packing,Intransit warehouse - JAM Sequence packing,,standard,1,IW-JM/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_picking,Intransit warehouse - JAM Sequence picking,,standard,1,IW-JM/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_picking_1239,Intransit warehouse - JAM Sequence picking before manufacturing,,standard,1,IW-JM/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_product,Intransit warehouse - JAM Sequence production,,standard,1,IW-JM/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_repair,Intransit warehouse - JAM Sequence repair,,standard,1,IW-JM/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_intransit_warehouse_jam_sequence_stock_a,Intransit warehouse - JAM Sequence stock after manufacturing,,standard,1,IW-JM/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_invval_check_number_sequence,InvVal : Check Number Sequence,,standard,1,,2,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_inval_check_number_sequence,Inval : Check Number Sequence,,standard,1,INVAL/,2,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_inventory_valuation_check_number_sequenc,Inventory Valuation : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_inventory_valuation_check_number_sequenc_1274,Inventory Valuation: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_picking_pos,JAM Non Moving Warehouse Picking POS,,standard,1,JM-NM/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_in,JAM Non Moving Warehouse Sequence in,,standard,1,JM-NM/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_intern,JAM Non Moving Warehouse Sequence internal,,standard,1,JM-NM/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_out,JAM Non Moving Warehouse Sequence out,,standard,1,JM-NM/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_packin,JAM Non Moving Warehouse Sequence packing,,standard,1,JM-NM/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_pickin,JAM Non Moving Warehouse Sequence picking,,standard,1,JM-NM/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_pickin_1229,JAM Non Moving Warehouse Sequence picking before manufacturing,,standard,1,JM-NM/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_produc,JAM Non Moving Warehouse Sequence production,,standard,1,JM-NM/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_repair,JAM Non Moving Warehouse Sequence repair,,standard,1,JM-NM/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_non_moving_warehouse_sequence_stock_,JAM Non Moving Warehouse Sequence stock after manufacturing,,standard,1,JM-NM/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_picking_pos,JAM Scrap Warehouse Picking POS,,standard,1,RP-SC/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_in,JAM Scrap Warehouse Sequence in,,standard,1,RP-SC/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_internal,JAM Scrap Warehouse Sequence internal,,standard,1,RP-SC/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_out,JAM Scrap Warehouse Sequence out,,standard,1,RP-SC/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_packing,JAM Scrap Warehouse Sequence packing,,standard,1,RP-SC/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_picking,JAM Scrap Warehouse Sequence picking,,standard,1,RP-SC/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_picking_bef,JAM Scrap Warehouse Sequence picking before manufacturing,,standard,1,RP-SC/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_production,JAM Scrap Warehouse Sequence production,,standard,1,RP-SC/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_repair,JAM Scrap Warehouse Sequence repair,,standard,1,RP-SC/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_scrap_warehouse_sequence_stock_after,JAM Scrap Warehouse Sequence stock after manufacturing,,standard,1,RP-SC/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_picking_pos,JAM Warehouse Ekala- (JM-EK) Picking POS,,standard,1,JM-EK/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_mjin,JAM Warehouse Ekala- (JM-EK) Sequence MJIN,,standard,1,JM-EK/MJIN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_mjint,JAM Warehouse Ekala- (JM-EK) Sequence MJINT,,standard,1,JM-EK/MJINT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_mjout,JAM Warehouse Ekala- (JM-EK) Sequence MJOUT,,standard,1,JM-EK/MJOUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_resup,JAM Warehouse Ekala- (JM-EK) Sequence Resupply Subcontractor,,standard,1,JM-EK/RES/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_in,JAM Warehouse Ekala- (JM-EK) Sequence in,,standard,1,JM-EK/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_inter,JAM Warehouse Ekala- (JM-EK) Sequence internal,,standard,1,JM-EK/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_out,JAM Warehouse Ekala- (JM-EK) Sequence out,,standard,1,JM-EK/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_packi,JAM Warehouse Ekala- (JM-EK) Sequence packing,,standard,1,JM-EK/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_picki,JAM Warehouse Ekala- (JM-EK) Sequence picking,,standard,1,JM-EK/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_picki_879,JAM Warehouse Ekala- (JM-EK) Sequence picking before manufacturing,,standard,1,JM-EK/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_produ,JAM Warehouse Ekala- (JM-EK) Sequence production,,standard,1,JM-EK/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_jam_warehouse_ekala_jm_ek_sequence_repai,JAM Warehouse Ekala- (JM-EK) Sequence repair,,standard,1,JM-EK/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
