id,name,code,implementation,active,prefix,number_next,number_increment,padding,company_id/id
ir_sequence_12345_check_number_sequence,12345: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_1500041180_check_number_sequence,1500041180 : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_advance_payment_repairs_check_number_seq,Advance Payment - Repairs : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_advance_payment_check_number_sequence,Advance Payment : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_advance_receipt_repairs_check_number_seq,Advance Receipt - Repairs: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_advance_receipt_check_number_sequence,Advance Receipt: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_advance_payment_copy_check_number_sequen,Advance payment (copy) : Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_advance_payment_check_number_sequence_272,Advance payment : Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_advanced_cash_purchase_check_number_sequ,Advanced Cash Purchase : Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_asset_depreciation_check_number_sequence,Asset Depreciation: Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_boc_bank_check_number_sequence,BOC BANK: Check Number Sequence,,no_gap,1,,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_br_am_warehouse_for_ampara_sales_center_,BR-AM - Warehouse for Ampara Sales Center Picking POS,,standard,1,BR-AM/POS/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__380,BR-AM - Warehouse for Ampara Sales Center Sequence Resupply Subcontractor,,standard,1,BR-AM/RES/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__522,BR-AM - Warehouse for Ampara Sales Center Sequence Resupply Subcontractor,,standard,1,BR-AM/RES/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__176,BR-AM - Warehouse for Ampara Sales Center Sequence in,,standard,1,BR-AM/IN/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__180,BR-AM - Warehouse for Ampara Sales Center Sequence internal,,standard,1,BR-AM/INT/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__177,BR-AM - Warehouse for Ampara Sales Center Sequence out,,standard,1,BR-AM/OUT/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__179,BR-AM - Warehouse for Ampara Sales Center Sequence packing,,standard,1,BR-AM/PACK/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__178,BR-AM - Warehouse for Ampara Sales Center Sequence picking,,standard,1,BR-AM/PICK/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__181,BR-AM - Warehouse for Ampara Sales Center Sequence picking before manufacturing,,standard,1,BR-AM/PC/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__183,BR-AM - Warehouse for Ampara Sales Center Sequence production,,standard,1,BR-AM/MO/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__989,BR-AM - Warehouse for Ampara Sales Center Sequence repair,,standard,1,BR-AM/RO/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__342,BR-AM - Warehouse for Ampara Sales Center Sequence return,,standard,1,BR-AM/RET/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__182,BR-AM - Warehouse for Ampara Sales Center Sequence stock after manufacturing,,standard,1,BR-AM/SFP/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__521,BR-AM - Warehouse for Ampara Sales Center Sequence subcontracting,,standard,1,BR-AM/SBC/,1,1,5,base.main_company
ir_sequence_br_am_warehouse_for_ampara_sales_center__379,BR-AM - Warehouse for Ampara Sales Center Sequence subcontracting,,standard,1,BR-AM/SBC/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c,BR-AN - Warehouse for Anuradhapura Sales Center Picking POS,,standard,1,BR-AN/POS/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_308,BR-AN - Warehouse for Anuradhapura Sales Center Sequence IN,,standard,1,BR-AN/RET/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_452,BR-AN - Warehouse for Anuradhapura Sales Center Sequence MJ/OUT,,standard,1,BR-AN/MJ/OUT/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_532,BR-AN - Warehouse for Anuradhapura Sales Center Sequence Resupply Subcontractor,,standard,1,BR-AN/RES/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_382,BR-AN - Warehouse for Anuradhapura Sales Center Sequence Resupply Subcontractor,,standard,1,BR-AN/RES/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_185,BR-AN - Warehouse for Anuradhapura Sales Center Sequence in,,standard,1,BR-AN/IN/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_189,BR-AN - Warehouse for Anuradhapura Sales Center Sequence internal,,standard,1,BR-AN/INT/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_186,BR-AN - Warehouse for Anuradhapura Sales Center Sequence out,,standard,1,BR-AN/OUT/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_188,BR-AN - Warehouse for Anuradhapura Sales Center Sequence packing,,standard,1,BR-AN/PACK/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_187,BR-AN - Warehouse for Anuradhapura Sales Center Sequence picking,,standard,1,BR-AN/PICK/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_190,BR-AN - Warehouse for Anuradhapura Sales Center Sequence picking before manufacturing,,standard,1,BR-AN/PC/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_192,BR-AN - Warehouse for Anuradhapura Sales Center Sequence production,,standard,1,BR-AN/MO/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_990,BR-AN - Warehouse for Anuradhapura Sales Center Sequence repair,,standard,1,BR-AN/RO/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_309,BR-AN - Warehouse for Anuradhapura Sales Center Sequence return,,standard,1,BR-AN/RET/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_191,BR-AN - Warehouse for Anuradhapura Sales Center Sequence stock after manufacturing,,standard,1,BR-AN/SFP/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_381,BR-AN - Warehouse for Anuradhapura Sales Center Sequence subcontracting,,standard,1,BR-AN/SBC/,1,1,5,base.main_company
ir_sequence_br_an_warehouse_for_anuradhapura_sales_c_531,BR-AN - Warehouse for Anuradhapura Sales Center Sequence subcontracting,,standard,1,BR-AN/SBC/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_p,BR-EK - Warehouse for Ekala Sales Center Picking POS,,standard,1,BR-EK/POS/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s,BR-EK - Warehouse for Ekala Sales Center Sequence Resupply Subcontractor,,standard,1,BR-EK/RES/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_405,BR-EK - Warehouse for Ekala Sales Center Sequence Resupply Subcontractor,,standard,1,BR-EK/RES/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_310,BR-EK - Warehouse for Ekala Sales Center Sequence in,,standard,1,BR-EK/IN/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_314,BR-EK - Warehouse for Ekala Sales Center Sequence internal,,standard,1,BR-EK/INT/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_311,BR-EK - Warehouse for Ekala Sales Center Sequence out,,standard,1,BR-EK/OUT/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_313,BR-EK - Warehouse for Ekala Sales Center Sequence packing,,standard,1,BR-EK/PACK/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_312,BR-EK - Warehouse for Ekala Sales Center Sequence picking,,standard,1,BR-EK/PICK/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_316,BR-EK - Warehouse for Ekala Sales Center Sequence picking before manufacturing,,standard,1,BR-EK/PC/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_318,BR-EK - Warehouse for Ekala Sales Center Sequence production,,standard,1,BR-EK/MO/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_996,BR-EK - Warehouse for Ekala Sales Center Sequence repair,,standard,1,BR-EK/RO/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_315,BR-EK - Warehouse for Ekala Sales Center Sequence return,,standard,1,BR-EK/RET/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_317,BR-EK - Warehouse for Ekala Sales Center Sequence stock after manufacturing,,standard,1,BR-EK/SFP/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_547,BR-EK - Warehouse for Ekala Sales Center Sequence subcontracting,,standard,1,BR-EK/SBC/,1,1,5,base.main_company
ir_sequence_br_ek_warehouse_for_ekala_sales_center_s_404,BR-EK - Warehouse for Ekala Sales Center Sequence subcontracting,,standard,1,BR-EK/SBC/,1,1,5,base.main_company
ir_sequence_bank_check_number_sequence,Bank : Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_bank_check_number_sequence_269,Bank : Check Number Sequence,,no_gap,1,,1,1,5,base.main_company
ir_sequence_branch_warehouse_ekala_br_ek_sequence_in,Branch Warehouse - Ekala(BR-EK) Sequence in,,standard,1,BR-EK/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ekala_br_ek_sequence_in_618,Branch Warehouse - Ekala(BR-EK) Sequence internal,,standard,1,BR-EK/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ekala_br_ek_sequence_ou,Branch Warehouse - Ekala(BR-EK) Sequence out,,standard,1,BR-EK/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ekala_br_ek_sequence_pa,Branch Warehouse - Ekala(BR-EK) Sequence packing,,standard,1,BR-EK/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ekala_br_ek_sequence_ph,Branch Warehouse - Ekala(BR-EK) Sequence phantom,,standard,1,BR-EK/PHAN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ekala_br_ek_sequence_pi,Branch Warehouse - Ekala(BR-EK) Sequence picking,,standard,1,BR-EK/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ekala_br_ek_sequence_re,Branch Warehouse - Ekala(BR-EK) Sequence repair,,standard,1,BR-EK/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_picking_pos,Branch warehouse - Ampara Picking POS,,standard,1,BR-AM/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_in,Branch warehouse - Ampara Sequence in,,standard,1,BR-AM/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_interna,Branch warehouse - Ampara Sequence internal,,standard,1,BR-AM/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_out,Branch warehouse - Ampara Sequence out,,standard,1,BR-AM/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_packing,Branch warehouse - Ampara Sequence packing,,standard,1,BR-AM/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_phantom,Branch warehouse - Ampara Sequence phantom,,standard,1,BR-AM/PHAN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_picking,Branch warehouse - Ampara Sequence picking,,standard,1,BR-AM/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_picking_1029,Branch warehouse - Ampara Sequence picking before manufacturing,,standard,1,BR-AM/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_product,Branch warehouse - Ampara Sequence production,,standard,1,BR-AM/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_repair,Branch warehouse - Ampara Sequence repair,,standard,1,BR-AM/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_return,Branch warehouse - Ampara Sequence return,,standard,1,BR-AM/RET/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_ampara_sequence_stock_a,Branch warehouse - Ampara Sequence stock after manufacturing,,standard,1,BR-AM/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_picking_po,Branch warehouse - Anuradhapura Picking POS,,standard,1,BR-AN/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_i,Branch warehouse - Anuradhapura Sequence in,,standard,1,BR-AN/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_i_1038,Branch warehouse - Anuradhapura Sequence internal,,standard,1,BR-AN/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_o,Branch warehouse - Anuradhapura Sequence out,,standard,1,BR-AN/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_p,Branch warehouse - Anuradhapura Sequence packing,,standard,1,BR-AN/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_p_1036,Branch warehouse - Anuradhapura Sequence picking,,standard,1,BR-AN/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_p_1039,Branch warehouse - Anuradhapura Sequence picking before manufacturing,,standard,1,BR-AN/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_p_1041,Branch warehouse - Anuradhapura Sequence production,,standard,1,BR-AN/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_r,Branch warehouse - Anuradhapura Sequence repair,,standard,1,BR-AN/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_anuradhapura_sequence_s,Branch warehouse - Anuradhapura Sequence stock after manufacturing,,standard,1,BR-AN/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_picking_pos,Branch warehouse - Avissawella Picking POS,,standard,1,BR-AV/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_in,Branch warehouse - Avissawella Sequence in,,standard,1,BR-AV/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_in_1048,Branch warehouse - Avissawella Sequence internal,,standard,1,BR-AV/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_ou,Branch warehouse - Avissawella Sequence out,,standard,1,BR-AV/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_pa,Branch warehouse - Avissawella Sequence packing,,standard,1,BR-AV/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_ph,Branch warehouse - Avissawella Sequence phantom,,standard,1,BR-AV/PHAN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_pi,Branch warehouse - Avissawella Sequence picking,,standard,1,BR-AV/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_pi_1049,Branch warehouse - Avissawella Sequence picking before manufacturing,,standard,1,BR-AV/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_pr,Branch warehouse - Avissawella Sequence production,,standard,1,BR-AV/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_re,Branch warehouse - Avissawella Sequence repair,,standard,1,BR-AV/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_re_1380,Branch warehouse - Avissawella Sequence return,,standard,1,BR-AV/RET/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_avissawella_sequence_st,Branch warehouse - Avissawella Sequence stock after manufacturing,,standard,1,BR-AV/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_picking_pos,Branch warehouse - Bandarawela Picking POS,,standard,1,BR-BA/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_in,Branch warehouse - Bandarawela Sequence in,,standard,1,BR-BA/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_in_1058,Branch warehouse - Bandarawela Sequence internal,,standard,1,BR-BA/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_ou,Branch warehouse - Bandarawela Sequence out,,standard,1,BR-BA/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_pa,Branch warehouse - Bandarawela Sequence packing,,standard,1,BR-BA/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_pi,Branch warehouse - Bandarawela Sequence picking,,standard,1,BR-BA/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_pi_1059,Branch warehouse - Bandarawela Sequence picking before manufacturing,,standard,1,BR-BA/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_pr,Branch warehouse - Bandarawela Sequence production,,standard,1,BR-BA/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_re,Branch warehouse - Bandarawela Sequence repair,,standard,1,BR-BA/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_bandarawela_sequence_st,Branch warehouse - Bandarawela Sequence stock after manufacturing,,standard,1,BR-BA/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_picking_pos,Branch warehouse - Beruwela Picking POS,,standard,1,BR-BE/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_in,Branch warehouse - Beruwela Sequence in,,standard,1,BR-BE/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_inter,Branch warehouse - Beruwela Sequence internal,,standard,1,BR-BE/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_out,Branch warehouse - Beruwela Sequence out,,standard,1,BR-BE/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_packi,Branch warehouse - Beruwela Sequence packing,,standard,1,BR-BE/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_picki,Branch warehouse - Beruwela Sequence picking,,standard,1,BR-BE/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_picki_1069,Branch warehouse - Beruwela Sequence picking before manufacturing,,standard,1,BR-BE/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_produ,Branch warehouse - Beruwela Sequence production,,standard,1,BR-BE/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_repai,Branch warehouse - Beruwela Sequence repair,,standard,1,BR-BE/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_beruwela_sequence_stock,Branch warehouse - Beruwela Sequence stock after manufacturing,,standard,1,BR-BE/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_picking_pos,Branch warehouse - Buttala Picking POS,,standard,1,BR-BU/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_in,Branch warehouse - Buttala Sequence in,,standard,1,BR-BU/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_intern,Branch warehouse - Buttala Sequence internal,,standard,1,BR-BU/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_out,Branch warehouse - Buttala Sequence out,,standard,1,BR-BU/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_packin,Branch warehouse - Buttala Sequence packing,,standard,1,BR-BU/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_pickin,Branch warehouse - Buttala Sequence picking,,standard,1,BR-BU/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_pickin_1079,Branch warehouse - Buttala Sequence picking before manufacturing,,standard,1,BR-BU/PC/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_produc,Branch warehouse - Buttala Sequence production,,standard,1,BR-BU/MO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_repair,Branch warehouse - Buttala Sequence repair,,standard,1,BR-BU/RO/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_buttala_sequence_stock_,Branch warehouse - Buttala Sequence stock after manufacturing,,standard,1,BR-BU/SFP/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_dambulla_picking_pos,Branch warehouse - Dambulla Picking POS,,standard,1,BR-DA/POS/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_dambulla_sequence_in,Branch warehouse - Dambulla Sequence in,,standard,1,BR-DA/IN/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_dambulla_sequence_inter,Branch warehouse - Dambulla Sequence internal,,standard,1,BR-DA/INT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_dambulla_sequence_out,Branch warehouse - Dambulla Sequence out,,standard,1,BR-DA/OUT/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_dambulla_sequence_packi,Branch warehouse - Dambulla Sequence packing,,standard,1,BR-DA/PACK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
ir_sequence_branch_warehouse_dambulla_sequence_picki,Branch warehouse - Dambulla Sequence picking,,standard,1,BR-DA/PICK/,1,1,5,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
